dimensions,4,5,6,7,8,9,10,11,12,13,14
rp,0.001190185546875,0.0014162063598632812,0.0009570121765136719,0.0012431144714355469,0.0011861324310302734,0.0013499259948730469,0.0011851787567138672,0.0013568401336669922,0.0014498233795166016,0.0013818740844726562,0.0015561580657958984
tsne,0.0010800361633300781,0.0007607936859130859,0.002586841583251953,0.0041010379791259766,0.00519108772277832,0.0011057853698730469,0.002569913864135742,0.004320859909057617,0.004970073699951172,0.007023811340332031,0.010338068008422852
kernel_pca,0.0009210109710693359,0.0009441375732421875,0.0009860992431640625,0.0013320446014404297,0.0010600090026855469,0.0010960102081298828,0.0011458396911621094,0.0013599395751953125,0.0014159679412841797,0.0014629364013671875,0.0014901161193847656
spectralEmbedding,0.0007979869842529297,0.0008208751678466797,0.0009789466857910156,0.001007080078125,0.0009331703186035156,0.0009570121765136719,0.001013040542602539,0.0010180473327636719,0.0010449886322021484,0.0012378692626953125,0.0012969970703125
mds,0.0009920597076416016,0.0009331703186035156,0.0010559558868408203,0.001016855239868164,0.0010218620300292969,0.001055002212524414,0.001071929931640625,0.0012900829315185547,0.0012249946594238281,0.0014009475708007812,0.0013821125030517578
matrix_factorisaton,0.0008819103240966797,0.0008800029754638672,0.0009291172027587891,0.0009419918060302734,0.0009801387786865234,0.001013040542602539,0.0010349750518798828,0.0010900497436523438,0.0011639595031738281,0.0011379718780517578,0.0011229515075683594
hash,0.0009300708770751953,0.0011110305786132812,0.001146078109741211,0.0010471343994140625,0.001180887222290039,0.0012230873107910156,0.0012509822845458984,0.001461029052734375,0.0015239715576171875,0.0014960765838623047,0.0015859603881835938
incremental_pca,0.0009090900421142578,0.0011010169982910156,0.00102996826171875,0.0011091232299804688,0.0011298656463623047,0.00115203857421875,0.0014150142669677734,0.0016300678253173828,0.0016739368438720703,0.0015249252319335938,0.0013730525970458984
pca,0.0009200572967529297,0.0009539127349853516,0.0011641979217529297,0.001024007797241211,0.001074075698852539,0.0012309551239013672,0.0011868476867675781,0.0015687942504882812,0.001569986343383789,0.0013000965118408203,0.0015499591827392578
isomap,0.0010840892791748047,0.0012960433959960938,0.0012478828430175781,0.001422882080078125,0.0015058517456054688,0.0014181137084960938,0.0015342235565185547,0.0015380382537841797,0.0015339851379394531,0.0016338825225830078,0.001920938491821289
lle,0.000888824462890625,0.0009071826934814453,0.0009720325469970703,0.0010869503021240234,0.001004934310913086,0.0009241104125976562,0.0010170936584472656,0.001241922378540039,0.0012619495391845703,0.0011899471282958984,0.0012278556823730469
truncated_svd,0.000904083251953125,0.0010540485382080078,0.0009810924530029297,0.0011661052703857422,0.0012390613555908203,0.0013480186462402344,0.0013709068298339844,0.0014529228210449219,0.0014538764953613281,0.0015311241149902344,0.0016601085662841797
