impressions,clicks,pca,rp
1057258,3213,0.7211716118023432,0.638878186565644
369792,1050,0.6229155126953922,0.6353680989788636
289651,984,0.6758192647281063,0.5872402477944929
1234625,4347,0.6943523225154483,0.6032518737925144
