dimensions,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240
rp,0.86533148470655863,0.86562794131737208,0.89107643057222885,0.88769817786269434,0.88342379205203203,0.90663589379413734,0.90798460229162092,0.92882843278156335,0.90756753405587576,0.90745594012252784,0.93004694835680757,0.91173032593319014,0.90912477667123193,0.94406100468356369,0.941075021557919,0.9245805364399281,0.92297764176092956,0.93024308314875237,0.94356728606935725,0.94703627930045264
kernel_pca,0.96072457151874835,0.96275017049073142,0.96012376781698583,0.96280991269747329,0.96141555213634744,0.96137384531277303,0.96260814184828858,0.96201410141521393,0.96446522270880186,0.9637060457986012,0.96446184107445809,0.96556087223621845,0.96758083515096194,0.96805539117055261,0.96702906514718556,0.96671231873030905,0.96611771469151042,0.96539179051902446,0.96567415698673853,0.96476449734823511
srp,0.86122054455585051,0.86196563132295179,0.86242158835365135,0.87365425043256739,0.89521611461485995,0.89915346420258235,0.89105952240050945,0.90655980702140015,0.88701508772523097,0.91468080189822398,0.89973059646393772,0.8968663521746727,0.93764435351605435,0.8991495189625146,0.91382017595770704,0.91950357607831867,0.91913385072338782,0.93081796098721181,0.95198304673982259,0.93184541422202682
spectralEmbedding,0.94397928185358648,0.94316825321677966,0.93585434173669457,0.93177834514087332,0.92655428368530501,0.91910623404291281,0.91615519447215499,0.91479972270598375,0.91194505971402651,0.90010595787610825,0.90409065034464486,0.89697794610802062,0.88893021997531407,0.89085662433987667,0.88614826212175013,0.88386002288239229,0.88358160165474631,0.88560212817521367,0.8849579268327048,0.88053024026512006
hash,0.8349300283493678,0.8510874772444188,0.8467820931189376,0.88453522253972006,0.86622592699051448,0.91334223830377226,0.88297121665567635,0.88752627811688056,0.90344983063647988,0.8938358441968336,0.93844411003838157,0.9101759013464541,0.91142936047658496,0.91608023491086588,0.92186733848468971,0.91249513890063072,0.93102480428791223,0.9136612391435448,0.92956731988570074,0.91305930823033432
incremental_pca,0.96072457151874835,0.96275017049073142,0.96012376781698583,0.96280991269747329,0.96141555213634744,0.96137384531277303,0.96260814184828858,0.96201410141521393,0.96446522270880186,0.9637060457986012,0.96446184107445809,0.96556087223621845,0.96758083515096194,0.96805539117055261,0.96702906514718556,0.96671231873030905,0.96611771469151042,0.96539179051902446,0.96567415698673853,0.96476449734823511
pca,0.96072457151874835,0.96275017049073142,0.96012376781698583,0.96280991269747329,0.96141555213634744,0.96137384531277303,0.96260814184828858,0.96201410141521393,0.96446522270880186,0.9637060457986012,0.96446184107445809,0.96556087223621845,0.96758083515096194,0.96805539117055261,0.96702906514718556,0.96671231873030905,0.96611771469151042,0.96539179051902446,0.96567415698673853,0.96476449734823511
isomap,0.92770178493932776,0.92093344380005515,0.91028298643401018,0.90811930405965191,0.90307728725292924,0.90125289552440702,0.90264274723974092,0.90475570509894088,0.90570876237819065,0.91054393588421279,0.9110573806987583,0.91668442024697205,0.92199414977258509,0.92218352129584236,0.92151846654154623,0.92210856173455291,0.92171009248769931,0.92578439826634862,0.92519373946761796,0.92618117669603051
lle,0.92311065271178894,0.91625157105095567,0.90698758376590083,0.89888124263790026,0.88759729243810204,0.87494378032903297,0.86612673238309401,0.86011418651967819,0.85186130790344305,0.85231895575131456,0.84912500211352138,0.84939553286103164,0.84472944107220338,0.84655834164651778,0.84035529704839684,0.84378371066736546,0.83425088345197229,0.83121023057110177,0.82008634439691386,0.80991044305045945
truncated_svd,0.96150854708080413,0.96262843165435186,0.95897232132289523,0.96225701548224929,0.96034921010657792,0.96280258582306166,0.96141611574207142,0.96175822441652714,0.96366377536930281,0.96509533390821112,0.96311200536552655,0.96255009045871864,0.96568542910121791,0.96516803904660453,0.96580998596621759,0.96532584864931881,0.96670837349024108,0.96691296236804591,0.96583478461807248,0.96813316876046196
