x,y_orig,y_reduced,y_error
5,117.85113019775793,99.311211302685734,99.311211302685734
6,117.85113019775793,99.40099811034824,99.40099811034824
7,117.85113019775793,88.907440213242154,88.907440213242154
8,117.85113019775793,106.32857731425584,106.32857731425584
9,117.85113019775793,107.72438169617359,107.72438169617359
10,117.85113019775793,112.85840254626423,112.85840254626423
11,117.85113019775793,104.16007831709757,104.16007831709757
12,117.85113019775793,124.80800567440197,124.80800567440197
13,117.85113019775793,138.40987072823506,138.40987072823506
14,117.85113019775793,105.09054142594994,105.09054142594994
15,117.85113019775793,120.55818824183761,120.55818824183761
