x,y_orig,y_reduced,y_error
5,10.540925533894599,9.622188521001183,9.622188521001183
6,10.540925533894599,8.6036381318116533,8.6036381318116533
7,10.540925533894599,10.949897197110623,10.949897197110623
8,10.540925533894599,9.0162610732863211,9.0162610732863211
9,10.540925533894599,11.50121091758901,11.50121091758901
10,10.540925533894599,11.227652083537524,11.227652083537524
11,10.540925533894599,8.9594394022722916,8.9594394022722916
12,10.540925533894599,9.9501176761527113,9.9501176761527113
13,10.540925533894599,11.140909938372738,11.140909938372738
14,10.540925533894599,9.5169032525087545,9.5169032525087545
15,10.540925533894599,12.80918108394186,12.80918108394186
