x,y_orig,y_reduced,y_error
5,117.85113019775818,33.80836497777081,84.04276521998742
6,117.85113019775818,42.83316164032099,75.01796855743686
7,117.85113019775818,46.423753308364404,71.42737688939334
8,117.85113019775818,45.47227577014331,72.3788544276144
9,117.85113019775818,49.58437651704406,68.26675368071376
10,117.85113019775818,52.388510786881874,65.46261941087602
11,117.85113019775818,50.03530621810611,67.81582397965187
12,117.85113019775818,51.80291242825706,66.04821776950078
13,117.85113019775818,49.57494024152088,68.276189956237
14,117.85113019775818,63.786683053551016,54.06444714420695
15,117.85113019775818,59.96339721759455,57.88773298016357
