dimensions,5,10,15,20,25,30,35,40,45,50,55,60
rp,0.0009222030639648438,0.0014739036560058594,0.0015549659729003906,0.002028942108154297,0.0025169849395751953,0.003383159637451172,0.0030968189239501953,0.004477024078369141,0.004375934600830078,0.004490852355957031,0.005702018737792969,0.005858898162841797
kernel_pca,0.0014421939849853516,0.00115203857421875,0.0015399456024169922,0.0016770362854003906,0.001859903335571289,0.002084016799926758,0.002885103225708008,0.0036411285400390625,0.0037620067596435547,0.003977060317993164,0.004709959030151367,0.0052340030670166016
spectralEmbedding,0.0008268356323242188,0.0009920597076416016,0.00139617919921875,0.0015969276428222656,0.0015149116516113281,0.0018031597137451172,0.0019829273223876953,0.0021829605102539062,0.0025010108947753906,0.0026450157165527344,0.002794981002807617,0.0029540061950683594
matrix_factorisaton,0.0008900165557861328,0.0010118484497070312,0.0018138885498046875,0.0012841224670410156,0.001310110092163086,0.001287221908569336,0.0013270378112792969,0.0018360614776611328,0.001483917236328125,0.0018069744110107422,0.001653909683227539,0.0017049312591552734
hash,0.0017828941345214844,0.0012040138244628906,0.0014150142669677734,0.0019049644470214844,0.0016620159149169922,0.0014350414276123047,0.0017518997192382812,0.0023109912872314453,0.0019118785858154297,0.00177001953125,0.0016810894012451172,0.0016632080078125
incremental_pca,0.0010399818420410156,0.0014171600341796875,0.0016710758209228516,0.00174713134765625,0.0018668174743652344,0.002168893814086914,0.0029861927032470703,0.003239154815673828,0.0035898685455322266,0.003902912139892578,0.004342079162597656,0.0044820308685302734
pca,0.0009379386901855469,0.001184225082397461,0.001402139663696289,0.0016210079193115234,0.0019221305847167969,0.002148866653442383,0.0030019283294677734,0.003643035888671875,0.004158973693847656,0.004373073577880859,0.004550933837890625,0.005048036575317383
isomap,0.0012021064758300781,0.0015978813171386719,0.00191497802734375,0.0023441314697265625,0.0030219554901123047,0.0032291412353515625,0.0043261051177978516,0.004354000091552734,0.004803180694580078,0.006293773651123047,0.006922006607055664,0.007752180099487305
lle,0.00102996826171875,0.0016951560974121094,0.001817941665649414,0.0015311241149902344,0.0017228126525878906,0.0019001960754394531,0.002004861831665039,0.0021970272064208984,0.0026061534881591797,0.0018711090087890625,0.0019578933715820312,0.0023651123046875
truncated_svd,0.001085042953491211,0.0013270378112792969,0.0016469955444335938,0.0018451213836669922,0.002179861068725586,0.0025119781494140625,0.002972126007080078,0.003253936767578125,0.0034949779510498047,0.0037279129028320312,0.003995180130004883,0.004332065582275391
