dimensions,5,10,15,20,25,30,35,40,45,50,55,60
rp,0.0008978843688964844,0.0011448860168457031,0.001714944839477539,0.0019330978393554688,0.0025568008422851562,0.002502918243408203,0.0028100013732910156,0.0031440258026123047,0.0036568641662597656,0.003968000411987305,0.004680156707763672,0.004821062088012695
kernel_pca,0.17777204513549805,0.2716500759124756,0.2680201530456543,0.270535945892334,0.28223085403442383,0.28133606910705566,0.30319690704345703,0.29810309410095215,0.3402838706970215,0.32335400581359863,0.333050012588501,0.3345608711242676
spectralEmbedding,0.18010210990905762,0.19463181495666504,0.20017600059509277,0.2162930965423584,0.24187994003295898,0.2398059368133545,0.26383304595947266,0.2760188579559326,0.31209301948547363,0.32842397689819336,0.3488190174102783,0.3767569065093994
matrix_factorisaton,0.4315459728240967,0.6189649105072021,2.3023860454559326,4.111713171005249,5.706902027130127,8.853801012039185,9.028748035430908,6.306379079818726,14.508795976638794,20.888755083084106,13.79671597480774,23.162036180496216
hash,0.007084846496582031,0.004037141799926758,0.0064661502838134766,0.0034139156341552734,0.0034542083740234375,0.004623889923095703,0.004203081130981445,0.003448963165283203,0.003957033157348633,0.0038678646087646484,0.0034520626068115234,0.004152059555053711
incremental_pca,0.016653060913085938,0.01706409454345703,0.01733088493347168,0.018849849700927734,0.016800880432128906,0.016874074935913086,0.01742100715637207,0.017653942108154297,0.01801300048828125,0.018277883529663086,0.01892709732055664,0.019222021102905273
pca,0.010668039321899414,0.010675191879272461,0.011178970336914062,0.010793209075927734,0.010666131973266602,0.01066899299621582,0.011661052703857422,0.011850833892822266,0.011822938919067383,0.011789083480834961,0.01170492172241211,0.012098073959350586
isomap,0.3403899669647217,0.4310019016265869,0.43361806869506836,0.43366408348083496,0.41527605056762695,0.4213531017303467,0.415816068649292,0.4185209274291992,0.4243741035461426,0.4255859851837158,0.42518186569213867,0.42911195755004883
lle,0.1143338680267334,0.28019213676452637,0.45801806449890137,0.24388599395751953,0.2424790859222412,0.24243402481079102,0.24984502792358398,0.24482512474060059,0.2544419765472412,0.2506279945373535,0.25975584983825684,0.25449585914611816
truncated_svd,0.018157005310058594,0.024008989334106445,0.03144502639770508,0.0365140438079834,0.043623924255371094,0.047363996505737305,0.05343508720397949,0.05998706817626953,0.06458902359008789,0.07209205627441406,0.0798940658569336,0.08381414413452148
